volumeNumber,aidType,geopoliticalHeading,regionHeading,subregionHeading,localHeading,precedingNote,featureNumber,name,position,charNo,characteristic,heightFeetMeters,range,structure,remarks,postNote,noticeNumber,
PUB 114,Lighted Aids,THE NETHERLANDS-ENTRANCE TO WESTERSCHELDE,WALCHEREN:,,,,"9160
B0184.10"," --Rear, 220 meters 130^ from front.","51°28'23.8""N 
3°31'07.7""E",1,"Oc.W.
period 5s 
fl. 4.0s, ec. 1.0s 
","118
36",13,"Red tower, green bands; 43.
","Visible 107°30`-152°30`.  Synchronized with front.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-ENTRANCE TO WESTERSCHELDE,WALCHEREN:,,,,"9164
B0188", -Fort de Nolle.,"51°26'56.83""N 
3°33'06.91""E",1,"Oc.W.R.G.
period 9s 
","33
10","W. 6 
R. 4 
G. 4","Structure, white bands; 20.
","R. 293°-309°, W.-324°30`, G.-336°30`, R.-014°, G.-064°, R.-099°30`, W.- 110°30`, G.-117°, R.-130°.
",,201932,
PUB 114,Lighted Aids,THE NETHERLANDS-ENTRANCE TO WESTERSCHELDE,WALCHEREN:, -Vlissingen (Flushing):,,,"9168
B0200", --Commercial Harbor.,"51°26'22.2""N 
3°34'31.2""E",1,"Iso.W.R.G.
period 3s 
","56
17",8,"Red metal framework tower; 36.
","R. 253°-277°, W.-283°, R.-296°, W.-306°30`, G.-013°, W.-024°, G.-033°, W.-035°, G.-039°, W.-055°, G.-084°30`, R.-092°, G.-111°, W.-114°.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-ENTRANCE TO WESTERSCHELDE,WALCHEREN:, -Vlissingen (Flushing):,,,"9172
B0192"," --Leugenaarshoofd Range, front.","51°26'25.91""N 
3°34'08.1""E",1,"Oc.R.
period 5s 
fl. 3.0s, ec. 2.0s 
","23
7",7,"Red post, white band; 23.
",,,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-ENTRANCE TO WESTERSCHELDE,WALCHEREN:, -Vlissingen (Flushing):,,,"9176
B0192.10"," ---Rear, 550 meters 117^ from front.","51°26'17.99""N 
3°34'33.1""E",1,"Oc.W.R.
period 5s 
fl. 3.0s, ec. 2.0s 
","33
10","W. 5 
R. 5","Red mast, white bands, triangular daymark point down; 23.
","R. 245°-273°, W.-123°30`, R.-147°.  
",,201933,
PUB 114,Lighted Aids,THE NETHERLANDS-ENTRANCE TO WESTERSCHELDE,WALCHEREN:, -Vlissingen (Flushing):,,,"9180
B0202"," --Buitenhaven, W. mole, head.","51°26'23.1""N 
3°36'03.1""E",1,"F.R.
","39
12",5,"Red post, white bands; 23.
","Storm signals. 
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-ENTRANCE TO WESTERSCHELDE,WALCHEREN:, -Vlissingen (Flushing):,,,"9180
B0202",,"51°26'23.1""N 
3°36'03.1""E",2,"Iso.W.R.G.
period 4s 
",,,,"G. 017°-042°, W.-056°, R.-073°, W.-324°, G.-352°, W.-017°.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-ENTRANCE TO WESTERSCHELDE,WALCHEREN:, -Vlissingen (Flushing):,,,"9184
B0202.20", ---E. side.,"51°26'25""N 
3°36'22.5""E",1,"F.G.
",,4,"Green post, white bands.
","F.Y. shown in fog.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-ENTRANCE TO WESTERSCHELDE,WALCHEREN:, -Vlissingen (Flushing):,,,"9188
B0203", --Schone Waardin.,"51°26'32.6""N 
3°37'54.2""E",1,"Oc.W.R.G.
period 9s 
fl. 6.0s, ec. 3.0s 
","39
12","W. 13 
R. 10 
G. 9","Red mast, white bands; 16.
","R. 235°-271°, W.-288°, G.-335°, R.-341°, G.-026°, W.-079°, R.-091°.
",,201516,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,WALCHEREN:, -Sloehaven (Flushing East):,,,"9192
B0204", --W. mole.,"51°26'53""N 
3°40'04.9""E",1,"F.R.
","33
10",5,"White concrete column; 16.
","F.Y. shown in fog.  2 F.R. (vert.) shown when unsafe to approach.
",,201604,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,WALCHEREN:, -Sloehaven (Flushing East):,,,"9196
B0205", --E. mole.,"51°26'48.91""N 
3°40'30.9""E",1,"F.G. 
","33
10",4,"White concrete column; 16. 
",,,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,WALCHEREN:, -Sloehaven (Flushing East):,,,"9200
B0206"," --Range, front.","51°27'52.11""N 
3°40'59.3""E",1,"Oc.R.
period 8s 
fl. 6.0s, ec. 2.0s 
","108
33",10,"92.
","Visible 018°-028° by day.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,WALCHEREN:, -Sloehaven (Flushing East):,,,"9204
B0206.10"," ---Rear, 100 meters 023^ from front.","51°27'55.1""N 
3°41'01.4""E",1,"Oc.R.
period 8s 
","131
40",10,"115.
","Visible 018°-028° by day.  Synchronized with front.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,WALCHEREN:,,,,"9212
B0206.21"," --Quarleshaven, 059^.","51°28'21.1""N 
3°43'21.4""E",1,"Dir.W.R.G.
",,3,"Gray mast; 82.
","F.G. 057°30`-058°24`, Al.W.G.-059°06`, F.W.-059°30`, Al.W.R.-060°12`, F.R.-061°.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,WALCHEREN:, -Sloehaven (Flushing East):,,,"9214
B0206.50", --Van Cittershaven.,"51°26'39.5""N 
3°43'20.3""E",1,"Dir.W.R.G.
",,,,"F.G. 123°48`-124°42`, F.W.-125°, F.R.-125°48`.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,WALCHEREN:, -Sloehaven (Flushing East):,,,"9215
B0206.70"," ---Dir. Lt.
","51°27'52.7""N 
3°40'32.2""E",1,"Dir.W.R.G.
",,,,"F.R. 303°36`-304°54`, F.W.- 305°06`, F.G.-306°24`.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,BRAAKMANHAVEN:,,,,"9232
B0233"," -First entrance Range, front.","51°20'16.2""N 
3°45'42.6""E",1,"Iso.W.
period 4s 
","39
12",,"White post, black bands; 20.
",,,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,BRAAKMANHAVEN:,,,,"9236
B0233.10"," --Rear, 60 meters 191^ from front.","51°20'11.9""N 
3°45'41.3""E",1,"Iso.W.
period 4s 
","52
16",,"White post, black bands; 46.
","Synchronized with front.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,BRAAKMANHAVEN:,,,,"9240
B0233.40", -Entrance Dir Lt.,"51°20'21.5""N 
3°45'25.9""E",1,"Dir.W.R.G.
",,,"Steel mast; 98.
","F.G. 201°30`-206°30`, Al.W.G.-210°30`, F.W.-212°30`, Al.W.R.-216°30`, F.R.-221°30`.
",,201518,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,BRAAKMANHAVEN:,,,,"9242
B0234", --W. side.,"51°21'03.6""N 
3°45'46.2""E",1,"F.G.
","33
10",3,"Green post, white bands.
","Traffic signal.  F.W. shown in fog.  Q.R. 5m shown when harbor obstructed.
Radar Reflector. 
",,201518,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,BRAAKMANHAVEN:,,,,"9242.5
B0234.2", --E. side.,"51°21'04.31""N 
3°46'08.5""E",1,"F.R.
","30
9",,"Red post, white bands; 23.
","Traffic signal.
Radar Reflector. 
",,201518,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,BRAAKMANHAVEN:,,,,"9248
B0236"," -Outer Dyke Range, front.","51°20'58.1""N 
3°47'14.7""E",1,"Oc.W.
period 5s 
","26
8",13,"White mast, green bands, white rectangular daymark; 13.
","Intensified 117°-133°.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,BRAAKMANHAVEN:,,,,"9252
B0236.10"," --Rear, 365 meters 125^ from front.","51°20'51.3""N 
3°47'30.1""E",1,"Oc.W.
period 5s 
","59
18",13,"Green framework tower, white bands; 49.
","Intensified 117°-133°.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,TERNEUZEN SEA HARBOR:,,,,"9256
B0250"," -Entrance Range, front.","51°20'07.3""N 
3°48'32.2""E",1,"Iso.W.
period 4s 
","39
12",8,"White mast; 29.
",,,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,TERNEUZEN SEA HARBOR:,,,,"9260
B0250.10"," --Rear, 88 meters 192^30' from front.","51°20'04.5""N 
3°48'31.2""E",1,"Iso.W.
period 4s 
","49
15",8,"White mast; 29.
","Synchronized with front.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,TERNEUZEN SEA HARBOR:,,,,"9264
B0251", -W. mole.,"51°20'34""N 
3°49'02.4""E",1,"F.G.
",,4,"White mast, green bands; 23.
","Traffic signals.  F.Y. shown in fog towards river.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,TERNEUZEN SEA HARBOR:,,,,"9268
B0252", -E. mole.,"51°20'32.8""N 
3°49'11.9""E",1,"F.R.
",,5,"Red mast, white bands; 23.
","2 F.R. (vert.) shown when unsafe to approach.
",,201518,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,TERNEUZEN WEST HARBOR:,,,,"9272
B0245"," -W. mole, near head.","51°20'34.69""N 
3°49'38""E",1,"F.G.
",,,"White mast, green bands; 23.
","F.Y. shown in fog towards river.
",,201604,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,TERNEUZEN WEST HARBOR:,,,,"9276
B0246"," -E. mole, near head.","51°20'32.6""N 
3°49'43.9""E",1,"F.R.
",,,"Red mast, white bands; 23.
","2 F.R. (vert.) shown when unsafe to approach.
",,201518,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,TERNEUZEN WEST HARBOR:,,,,"9280
B0244"," -W. jetty, about 101 meters from head.","51°20'32.41""N 
3°49'34.6""E",1,"Oc.W.R.G.
period 5s 
fl. 3.0s, ec. 2.0s 
","52
16","W. 9 
R. 7 
G. 6","White post, black band; 33.
","R. 090°-115°, W.-120°, G.-130°, W.-245°, G.-249°, W.-279°, R.-004°.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,TERNEUZEN WEST HARBOR:,,,,"9284
B0256"," -Othenepolder, W. mole near root.","51°20'08.32""N 
3°51'30.97""E",1,"Iso.W.R.G.
period 8s 
","43
13","W. 12 
R. 9 
G. 9","Green iron structure, white stripe; 13.
","R. 083°-113°, G.-146°30`, W.-149°30`, G.-194°30`, W.-197°30`, G.-218°30`, R.-234°.
",,201514,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,TERNEUZEN WEST HARBOR:,,,,"9288
B0258"," -Margarethapolder, tide gauge.","51°20'57.49""N 
3°53'06.6""E",1,"Oc.W.R.G.
period 9s 
fl. 6.0s, ec. 3.0s 
","33
10","W. 6 
R. 4 
G. 4","Green structure, white stripe; 39.
","R. 060°-075°30`, W.-079°, G.-103°30`, W.-179°, G.-217°, W.-233°, R.-239°, W.-060°.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,TERNEUZEN WEST HARBOR:,,,,"9292
B0262"," -Eendragtpolder Range, front, on embankment.","51°21'23.4""N 
3°54'16.1""E",1,"Oc.W.R.G.
period 5s 
fl. 4.0s, ec. 1.0s 
","33
10","W. 8 
R. 6 
G. 5","Green and white mast; 16.
","R. 045°-064°30`, W.-077°, G.-221°, W.-228°, R.-250°, W.-045°.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,TERNEUZEN WEST HARBOR:,,,,"9296
B0262.10"," --Rear, 283 meters 074^30' from front.","51°21'25.61""N 
3°54'29.8""E",1,"Oc.W.
period 5s 
fl. 4.0s, ec. 1.0s 
","66
20",6,"Green post, white bands; 59.
","Synchronized with front.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,TERNEUZEN WEST HARBOR:,,,,"9300
B0268", -Hoedekenskerke.,"51°25'07.5""N 
3°54'57.7""E",1,"Oc.W.R.G.
period 9s 
","23
7",6,"Red steel beacon, white band; 16.
","W. 007°-018°30`, R.-030°, W.-190°, R.-205°30`, W.-210°, G.-230°30`, W.-326°, G.-007°.
",,201637,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,TERNEUZEN WEST HARBOR:,,,,"9320
B0282"," -Schore Range, front.","51°27'10.91""N 
3°59'25.2""E",1,"Oc.W.R.G.
period 4s 
fl. 3.0s, ec. 1.0s 
","36
11",,"White structure, red band; 13.
","R. 300°-331°, W.-358°30`, G.-020°, W.-023°, R.-046°, G.-076°30`, W.-092°30`, R.-112°.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,TERNEUZEN WEST HARBOR:,,,,"9324
B0282.10"," --Rear, 480 meters 021^30' from front.","51°27'27.61""N 
3°59'35.7""E",1,"Oc.W.
period 4s 
","66
20",,"Red mast, white bands; 66.
","Synchronized with front.  
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,TERNEUZEN WEST HARBOR:, -Hansweert:,,,"9328
B0286"," --Entrance canal, W. side.","51°26'24.9""N 
4°00'31.9""E",1,"Oc.W.R.G.
period 10s 
fl. 7.0s, ec. 3.0s 
","36
11",,"Red tower, white bands; 26.

Secondary structure: 33.
","R. 288°-311°, G.-320°, W.-332°30`, G.-348°30`, W.-042°30`, R.-061°30`, W.-078°, G.-099°, W.-114°30`, R.-127°30`, W.-288°.  F.Y. shown in fog.
",,201928,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,TERNEUZEN WEST HARBOR:, -Hansweert:,,,"9328
B0286",,"51°26'24.9""N 
4°00'31.9""E",2,"F.R.
","43
13",,,,,201928,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,TERNEUZEN WEST HARBOR:, -Hansweert:,,,"9329
B0288", --E. side of entrance canal.,"51°26'21.4""N 
4°00'47.3""E",1,"F.G.
","26
8",,"Gray post; 16.
",,,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,WALSOORDEN:,,,,"9348
B0296", -Oude Hoofd.,"51°23'35.95""N 
4°01'53.64""E",1,"Iso.W.R.G.
period 2s 
","36
11","W. 8 
R. 6 
G. 5","Green and white beacon, dolphin; 39.
","R. 132?-175?30`, W.-271?, G.-323?30`, W.-336?30`, R.-012?.
",,201932,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,WALSOORDEN:,,,,"9352
B0298"," -Nieuwe haven, N. jetty.","51°22'56.7""N 
4°02'04.9""E",1,"F.G.
","23
7",,"Gray post, red and white square daymark; 13.
","F.Y. shown in fog.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,WALSOORDEN:,,,,"9356
B0299", --S. jetty.,"51°22'54""N 
4°02'07.1""E",1,"F.R.
","23
7",,"Gray post; 13.
",,,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,WALSOORDEN:,,,,"9360
B0300"," -Entrance Range, front.","51°22'50.7""N 
4°01'59.5""E",1,"Oc.W.
period 3s 
fl. 2.0s, ec. 1.0s 
","36
11",,"Gray post, white rectangular daymark; 26.
","Visible 200°-240°.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,WALSOORDEN:,,,,"9364
B0300.10"," --Rear, 60 meters 220^ from front.","51°22'49.6""N 
4°01'58.1""E",1,"Oc.W.
period 3s 
fl. 2.0s, ec. 1.0s 
","46
14",,"Gray mast, red triangular daymark point down.
","Visible 200°-240°.  Synchronized with front.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,BATH:,,,,"9388
B0318", -Westketel.,"51°23'38.1""N 
4°10'13.5""E",1,"Oc.W.R.G.
period 10s 
fl. 7.0s, ec. 3.0s 
","33
10","W.  8 
R.  5 
G.  5","Red post; 36.
","W. 016°-037°, R.-090°, W.-200°, R.-246°30`, W.-256°30`, G.-301°30`, W.-353°, G.-016°.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,BATH:,,,,"9392
B0319.90"," -Middenketel Range, front.","51°24'00.71""N 
4°11'11.9""E",1,"Iso.W.R.
period 3s 
","33
10",6,"Red post, white band; 33.
","R. 248°-279°, W.-248°.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,BATH:,,,,"9396
B0320"," --Noordketel, common rear, 683 meters 044^ from front.","51°24'12.63""N 
4°11'30.89""E",1,"Oc.W.
period 3s 
fl. 2.0s, ec. 1.0s 
","46
14",6,"Red tank, white column; 43.
",,,201622,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,BATH:,,,,"9400
B0320.10"," -Oostketel, 344 meters 310^ from rear.","51°24'06.01""N 
4°11'48""E",1,"Q.W.R.G.
","26
8","W. 6 
R. 4 
G. 4","Red post, two white bands; 33.
","W. 055°-065°30`, R.-090°, W.-270°, R.-301°30`, W.-325°, G.-055°.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-WESTERSCHELDE,ZUID BEVELAND:,,,,"9404
B0330"," -Reigersbergsche Polder, angle of sea dyke.","51°24'00""N 
4°12'24.6""E",1,"Oc.W.R.G.
period 5s 
fl. 4.0s, ec. 1.0s 
",,"W. 6 
R. 5 
G. 4","Red iron post, white bands; 16.
","W. 074°-087°, R.-112°, W.-280°, R.-342°, W.-349°, G.-074°.
",,201637,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,,,,,"9408
B0336",Zuid Saaftinge.,"51°21'51""N 
4°13'03.1""E",1,"Iso.W.R.G.
period 10s 
","23
7","W. 6 
R. 4 
G. 4","Green post; 36.
","R. 158°-168°30`, W.-240°, G.-291°, W.-322°, R.-332°, W.-158°.
",,201517,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,,,,,"9412
B0338",Nord Ballastplaat.,"51°21'22.81""N 
4°14'50.4""E",1,"Fl.W.R.G.
period 4s 
fl. 1.0s, ec. 3.0s 
","20
6","W.  9 
R.  7 
G.  6","Black beacon, red daymark, red lantern.
","R. 275°-309°, W.-320°, G.-327°, W.-348°, G.-044°, W.-096°, R.-145°.
",,201517,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,,,,,9416,"Plaat van Doel, W. side of river.","51°21'00""N 
4°14'30""E",1,"F.G., 2 F.R. 
","26
8",4,"Tide gauge. 
",,,198001,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,,,,,"9420
B0346",Zandvliet.,"51°20'40.6""N 
4°16'17.31""E",1,"Dir.W.R.G.
","72
22","W. 4 
R. 3 
G. 3",,"Oc.G. 116°38`-117°10`, F.G.-117°35`, Al.W.G.-118°08`, F.W.-118°38`,  Al.W.R.-119°11`, F.R.-119°35`, Oc.R.-120°08`.
",,201514,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,,,,,"9422
B 0346.1"," -Front, 200 meters 118^06' from common rear.","51°20'39""N 
4°16'20""E",1,"Oc.W.
period 5s 
","33
10",9,,,,201517,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,,,,,"9422.1
B0346.11"," -Front, 200 meters 117^42' from common rear.","51°20'39""N 
4°16'20""E",1,"Oc.W.
period 5s 
","33
10",9,,,,201517,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,,,,,"9424
B0346.12", --Common rear.,"51°20'37.01""N 
4°16'27""E",1,"Oc.W.
period 5s 
","69
21",9,"Red post, red rectangular daymark, white bands.
","Synchronized with fronts.
",,201517,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,,,,,"9426
B0346.2","Entrance, S. side.","51°20'40.49""N 
4°16'15""E",1,"F.G.
",,,"Post.
",,,201149,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,DOEL:,,,,"9456
B0356"," -Range, front.","51°18'40.9""N 
4°16'05.4""E",1,"Fl.W.R.
period 3s 
fl. 1.0s, ec. 2.0s 
","30
9","W. 10 
R. 7","Pole, black rectangular daymark, white stripe.
","R. 145°-185°, W.-334°, R.-355°.  Fl.W. 3s 18M, visible 186°45`-190°15` by day.
",,201517,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,DOEL:,,,,"9456
B0356",,"51°18'40.9""N 
4°16'05.4""E",2,"Q.W.
",,10,,"Q.W. 18M, visible 326°15`-329°45` by day.
",,201517,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,DOEL:,,,,"9460
B0356.10"," --Rear, 312 meters 188^30' from front.","51°18'30.9""N 
4°16'02.9""E",1,"Fl.W.
period 3s 
fl. 1.0s, ec. 2.0s 
","62
19",10,"Yellow post, black bands.
","Visible 186°45`-190°15`.  Synchronized with front.  Range 18M by day.
",,201518,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,DOEL:,,,,"9460
B0356.10",,"51°18'30.9""N 
4°16'02.9""E",2,"F.R.
",,1,,"Black daymark point down by day.   Red LED triangular daymark point down by night.
",,201518,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,,,,,"9461.1
B0372.5","Deurganckdok, W. Range, front.","51°16'49.92""N 
4°14'51.36""E",1,"Oc.W.
period 5s 
fl. 4.0s, ec. 1.0s 
","69
21",3,"Black post, yellow daymark.

Secondary structure: Red LED triangular daymark point down.
",,,201928,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,,,,,"9461.1
B0372.5",,"51°16'49.92""N 
4°14'51.36""E",2,"F.R.
",,,,,,201928,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,,,,,"9461.15
B0372.501"," --Rear, 300 meters 212^12' from front.","51°16'41.7""N 
4°14'43.08""E",1,"Oc.W.
period 5s 
fl. 4.0s, ec. 1.0s 
","79
24",3,"Black post, yellow daymark.

Secondary structure: Red LED triangular daymark point down.
","Synchronized with front.
",,201928,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,,,,,"9461.15
B0372.501",,"51°16'41.7""N 
4°14'43.08""E",2,"F.R.
",,,,,,201928,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,,,,,"9461.2
B0372.6"," -E. Range, front.","51°16'46.5""N 
4°14'59.88""E",1,"Oc.W.
period 5s 
fl. 4.0s, ec. 1.0s 
","59
18",3,"Black post, yellow daymark.

Secondary structure: Red LED triangular daymark point down.
",,,201932,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,,,,,"9461.2
B0372.6",,"51°16'46.5""N 
4°14'59.88""E",2,"F.R.
",,,,,,201932,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,,,,,"9461.25
B0372.601"," --Rear, 183 meters 213^18' from front.","51°16'38.34""N 
4°14'51.36""E",1,"Oc.W.
period 5s 
fl. 4.0s, ec. 1.0s 
","69
21",3,"Black post, yellow daymark.

Secondary structure: Red LED triangular daymark point down.
","Synchronized with front.
",,201932,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,,,,,"9461.25
B0372.601",,"51°16'38.34""N 
4°14'51.36""E",2,"F.R.
",,,,,,201932,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,,,,,"9464
B0364","Lillo, jetty, head.","51°18'09.28""N 
4°17'12.81""E",1,"Oc.W.R.G.
period 10s 
fl. 7.0s, ec. 3.0s 
","16
5","W. 9 
R. 7 
G. 6","Black beacon, red rectangular daymark, red lantern.
","R. 260°-303°06`, W.-307°24`, G.-116°30`, W.-148°, R.-180°.
",,201622,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,,,,,"9472
B0368","Liefkenshoek Range, front.","51°17'46.1""N 
4°17'07.8""E",1,"Oc.W.R.G.
period 3s 
fl. 2.0s, ec. 1.0s 
","13
4","W. 8 
R. 6 
G. 5","Black tower, white diagonal stripe, concrete base.
","R. 075°-125°24`, W.-151°36`, G.-264°54`, W.-288°24`, R.-307°.  Tide gauge.  Oc.W. 3s visible 280°15`- 283°45` by day.
",,201517,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,,,,,"9476
B0368.10"," -Rear, 60 meters 282^ from front.","51°17'46.66""N 
4°17'04.77""E",1,"Oc.W.
period 3s 
fl. 2.0s, ec. 1.0s 
","30
9",9,"Black and white mast, lantern.
","Synchronized with front.  Visible 280°15`-283°45` by day.
",,201622,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,ANTWERPEN:,,,,"9484
B0372"," -Kruisschans Range, front.","51°17'19.4""N 
4°19'22.5""E",1,"Oc.W.R.G.
period 5s 
fl. 4.0s, ec. 1.0s 
","16
5","W. 9 
R. 7 
G. 6",,"R. 320°-358°24`, W.-014°36`, G.-105°30`, W.-121°, R.-150°.  Tide gauge.  F.W. visible 110°15`-113°45` by day.
",,201518,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,ANTWERPEN:,,,,"9488
B0372.10"," --Rear, 195 meters 112^ from front.","51°17'17.1""N 
4°19'31.6""E",1,"Oc.W.
period 5s 
fl. 4.0s, ec. 1.0s 
","39
12",7,"Red post, daymark, red and yellow diagonal stripes, red lantern.

Secondary structure: Red LED triangular daymark point down.
",,,201928,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,ANTWERPEN:,,,,"9488
B0372.10",,"51°17'17.1""N 
4°19'31.6""E",2,"F.R.
",,,,"F.W. visible 110°15`-113°45` by day.
",,201928,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,ANTWERPEN:,,,,"9492
B0376", -Meestoof.,"51°16'34.5""N 
4°19'16.4""E",1,"Fl.W.R.G.
period 4s 
fl. 1.0s, ec. 3.0s 
","16
5","W. 9 
R. 7 
G. 6","Black beacon, red rectangular daymark, white stripes.

Secondary structure: Neon triangular daymark point down.
","W. 019°-039°, R.-052°54`, W.-116°54`, G.-172°12`, W.-192°42`, R.-234°.
",,201928,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,ANTWERPEN:,,,,"9492
B0376",,"51°16'34.5""N 
4°19'16.4""E",2,"F.R.
",,,,,,201928,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,ANTWERPEN:,,,,"9496
B0378"," -Fort de Parel Range, front.","51°15'49.2""N 
4°17'41.2""E",1,"Oc.W.R.G.
period 4s 
fl. 3.0s, ec. 1.0s 
","42
13","W. 9 
R. 7 
G. 6","Black beacon, yellow rectangular daymark.
","R. 174°24`-222°, W.-232°30`, G.-319°12`, W.-339°, R.-025°.  Oc.W. 4s, visible 225°15`-228°45` by day.
",,201517,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,ANTWERPEN:,,,,"9500
B0378.10"," --Rear, 187 meters 227^ from front.","51°15'45.1""N 
4°17'34.3""E",1,"Oc.W.
period 4s 
","66
20",9,"Yellow post, black ""X"" topmark, red lantern.
","Visible 225°15`-228°45` by day.  Synchronized with front.
",,201518,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,ANTWERPEN:,,,,"9504
B0380"," -Krankeloon Range, front, near fort.","51°15'17.5""N 
4°17'57.5""E",1,"Oc.W.R.G.
period 5s 
fl. 4.0s, ec. 1.0s 
","16
5","W. 9 
R. 7 
G. 6","White column, black stripes.
","R. 142°-164°, W.-200°, G.-274°, W.-283°30`, R.-316°.  Oc.W. 5s, visible 278°15`-281°45` by day.
",,201517,
